participant_id,gender,age_cat,year_of_study,major,treatment_pronoun,partner_gender_code,gender_matching,cars_correct,beauty_correct,selfbelief_cars,selfbelief_beauty,distort_self_cars,distort_self_beauty,overconfident_cars,overconfident_beauty,partner_cars_belief,partner_beauty_belief,partner_score_belief,partner_confidence,pref_domain_self,time_dummy_fast
375,Male,18-19,1,Economics,0,0,0,4,5,3.5999999046325684,3.5999999046325684,-0.4000000059604645,-1.399999976158142,0,0,7,6,13,72,Beauty,1
376,Female,20-21,1,Economics,0,0,0,8,7,6.800000190734863,7.300000190734863,-1.2000000476837158,0.30000001192092896,0,1,6,8,14,54,Beauty,0
377,Female,20-21,3,Other,0,0,0,4,8,4.300000190734863,8.600000381469727,0.30000001192092896,0.6000000238418579,1,1,6,7,13,63,Beauty,0
378,Female,22-23,3,Psychology,1,1,2,7,8,6.800000190734863,9.699999809265137,-0.20000000298023224,1.7000000476837158,0,1,6,4,10,71,Beauty,0
379,Female,18-19,3,Psychology,0,0,0,8,7,6.800000190734863,7.300000190734863,-1.2000000476837158,0.30000001192092896,0,1,4,9,13,47,Beauty,0
380,Male,18-19,1,Other,0,0,0,7,3,8.199999809265137,1.2000000476837158,1.2000000476837158,-1.7999999523162842,1,0,6,7,13,53,Cars,0
381,Female,20-21,1,Economics,1,2,1,5,7,3.0999999046325684,8.5,-1.899999976158142,1.5,0,1,6,8,14,68,Beauty,0
382,Female,18-19,4,Computer Science,0,0,0,4,7,3.799999952316284,7.199999809265137,-0.20000000298023224,0.20000000298023224,0,1,7,7,14,61,Beauty,0
383,Female,18-19,4,Computer Science,0,0,0,5,7,3.5999999046325684,6.900000095367432,-1.399999976158142,-0.10000000149011612,0,0,4,7,11,69,Beauty,0
384,Male,18-19,3,Political Science,1,1,1,7,8,7.900000095367432,7.5,0.8999999761581421,-0.5,1,0,8,5,13,76,Cars,0
385,Male,20-21,1,Other,0,0,0,6,6,5.300000190734863,5.599999904632568,-0.699999988079071,-0.4000000059604645,0,0,7,7,14,46,Beauty,0
386,Female,20-21,1,Political Science,1,2,1,6,9,4.900000095367432,10.0,-1.100000023841858,1.0,0,1,4,8,12,83,Beauty,0
387,Male,18-19,3,Psychology,1,1,1,8,4,8.5,4.699999809265137,0.5,0.699999988079071,1,1,7,5,12,56,Cars,0
388,Female,18-19,4,Political Science,1,2,1,6,9,5.099999904632568,10.0,-0.8999999761581421,1.0,0,1,6,8,14,66,Beauty,0
389,Female,18-19,1,Psychology,0,0,0,6,7,6.800000190734863,8.100000381469727,0.800000011920929,1.100000023841858,1,1,7,8,15,63,Beauty,0
390,Female,20-21,1,Computer Science,1,2,1,4,10,3.0999999046325684,10.0,-0.8999999761581421,0.0,0,0,6,10,16,67,Beauty,0
391,Female,18-19,4,Economics,1,1,2,3,9,2.4000000953674316,9.5,-0.6000000238418579,0.5,0,1,7,6,13,55,Beauty,0
392,Female,18-19,1,Economics,0,0,0,6,8,4.5,7.900000095367432,-1.5,-0.10000000149011612,0,0,5,6,11,61,Beauty,0
393,Male,18-19,4,Economics,1,1,1,9,4,10.0,3.299999952316284,1.0,-0.699999988079071,1,0,10,3,13,53,Cars,1
394,Female,22-23,4,Psychology,1,2,1,6,9,6.5,10.0,0.5,1.0,1,1,6,8,14,77,Beauty,1
395,Male,18-19,1,Computer Science,0,0,0,6,4,6.699999809265137,2.200000047683716,0.699999988079071,-1.7999999523162842,1,0,6,7,13,63,Cars,0
396,Female,22-23,4,Psychology,1,1,2,5,8,4.099999904632568,9.699999809265137,-0.8999999761581421,1.7000000476837158,0,1,8,6,14,83,Beauty,0
397,Female,20-21,1,Psychology,0,0,0,7,8,6.800000190734863,9.699999809265137,-0.20000000298023224,1.7000000476837158,0,1,8,7,15,72,Beauty,0
398,Male,18-19,2,Economics,1,2,2,7,8,8.199999809265137,7.699999809265137,1.2000000476837158,-0.30000001192092896,1,0,4,8,12,82,Cars,0
399,Female,18-19,1,Computer Science,1,1,2,4,8,3.200000047683716,9.600000381469727,-0.800000011920929,1.600000023841858,0,1,6,5,11,54,Beauty,0
400,Female,20-21,1,Computer Science,1,1,2,4,8,3.200000047683716,9.600000381469727,-0.800000011920929,1.600000023841858,0,1,7,7,14,73,Beauty,0
